dia,fecha,tema,fb,ig,hashtags,cta,url_imagen
11,2026-09-06,Pérdidas en redes: el agua que se produce y nunca se cobra,"Un municipio puede estar produciendo agua suficiente y aun así tener desabastecimiento. La causa suele ser una sola: pérdidas en la red.

El indicador se llama IANC — Índice de Agua No Contabilizada. Es la diferencia entre el agua que entra al sistema y el agua que efectivamente se factura.

En Colombia la meta regulatoria ronda el 30%. La realidad de muchos sistemas rurales y de municipios pequeños está muy por encima.

Las pérdidas son de dos tipos y se atacan distinto:

PÉRDIDAS TÉCNICAS (físicas)
· Fugas en tuberías envejecidas y en accesorios
· Rebose de tanques por falta de control de nivel
· Purgas y lavados sin registro
→ Se atacan con sectorización, catastro de redes, detección acústica y reposición.

PÉRDIDAS COMERCIALES
· Micromedición inexistente o con medidores vencidos
· Conexiones fraudulentas
· Errores de facturación y catastro de usuarios desactualizado
→ Se atacan con catastro de usuarios, reposición de medidores y control.

Aquí está el punto que casi siempre se ignora: **antes de invertir en una nueva captación, hay que saber cuánta agua se está perdiendo.** Ampliar la producción de un sistema que pierde el 60% es llenar un balde roto con una manguera más grande.

El diagnóstico cuesta una fracción de la obra. Y muchas veces evita la obra.","Un municipio puede producir agua suficiente y aun así tener desabastecimiento.

La causa: pérdidas en la red. El indicador se llama IANC.

Pérdidas TÉCNICAS: fugas, rebose de tanques, purgas sin registro.
→ Sectorización, catastro de redes, detección acústica.

Pérdidas COMERCIALES: sin micromedición, medidores vencidos, conexiones fraudulentas.
→ Catastro de usuarios, reposición, control.

El punto que se ignora: antes de invertir en una nueva captación, hay que saber cuánta agua se pierde.

Ampliar un sistema que pierde el 60% es llenar un balde roto con una manguera más grande.",#SOSING #Valledupar #Cesar #AguaPotable #Saneamiento #IngenieriaSanitaria #AguaParaTodos #RecursoHidrico,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_11.png
12,2026-09-07,Un día en campo empieza a las 4:30,"Un aforo de caudal no se hace a las 10 de la mañana.

Se hace temprano, porque las condiciones del cauce son más estables, porque el sol de mediodía en el Cesar castiga y porque después hay que llevar las muestras al laboratorio dentro de los tiempos de preservación.

Entonces el día empieza a las 4:30. Se carga la camioneta con el correntómetro, la mira, la GPS, las neveras con hielo, los frascos rotulados, las cadenas de custodia, los EPP y el agua para el equipo. Se llega al punto con luz. Se hace el trabajo. Se documenta cada medición en formato y se fotografía.

Y a las 6 de la tarde alguien está transcribiendo los datos de campo a la memoria de cálculo, porque los datos que no se procesan el mismo día son datos que se pierden.

Nada de esto sale en una propuesta comercial. Pero es exactamente la diferencia entre un informe que sustenta una decisión y uno que solo llena un requisito.","Un aforo de caudal no se hace a las 10 de la mañana.

4:30 a.m. — Cargar: correntómetro, mira, GPS, neveras con hielo, frascos rotulados, cadenas de custodia, EPP.

Se llega con luz. Se mide. Se documenta cada dato en formato. Se fotografía.

6:00 p.m. — Alguien transcribe los datos a la memoria de cálculo. Porque los datos que no se procesan el mismo día son datos que se pierden.

Nada de esto sale en una propuesta comercial.

Pero es la diferencia entre un informe que sustenta una decisión y uno que llena un requisito.",#SOSING #Valledupar #Cesar #EquipoSOSING #IngenieriaColombia #TalentoDelCesar #SeguridadYSalud #OrgulloVallenato,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_12.png
13,2026-09-08,Capacidad residual: por qué una buena empresa pierde procesos,"Hay empresas técnicamente sólidas que quedan fuera de procesos que podían ejecutar. La causa casi siempre es la misma: capacidad residual.

La capacidad residual mide cuánta contratación NUEVA puede asumir un proponente, descontando lo que ya tiene en ejecución. Es la forma en que el Estado evita que una empresa se comprometa más allá de lo que puede cumplir.

Se calcula combinando:
· Experiencia
· Capacidad financiera
· Capacidad técnica (personal de planta)
· Capacidad de organización
· Saldos de contratos en ejecución ← el que la reduce

Dos consecuencias prácticas que conviene tener claras:

1. Ganar un contrato grande puede dejarlo por fuera del siguiente. Por eso la secuencia de participación se planea, no se improvisa. Presentarse a todo lo que salga es una estrategia que se devuelve.

2. La capacidad residual es una de las razones por las que existen los consorcios. Al sumar proponentes se suman capacidades, y un proceso que ninguno alcanzaba por separado se vuelve viable para los dos.

Nosotros trabajamos así: identificamos temprano qué procesos exigen consorcio y buscamos el socio complementario antes del cierre, no la noche anterior.

Si su empresa tiene músculo financiero y necesita experiencia técnica acreditada en ambiental, forestal o gestión del riesgo — hablemos.","Empresas técnicamente sólidas quedan fuera de procesos que podían ejecutar.

La causa: capacidad residual.

Mide cuánta contratación NUEVA puede asumir un proponente, descontando lo que ya tiene en ejecución.

Dos consecuencias prácticas:

1. Ganar un contrato grande puede dejarlo fuera del siguiente. La secuencia de participación se planea, no se improvisa.

2. Es una de las razones por las que existen los consorcios: al sumar proponentes se suman capacidades.

¿Su empresa tiene músculo financiero y necesita experiencia técnica acreditada? Hablemos.",#SOSING #Valledupar #Cesar #ContratacionPublica #SECOPII #Licitaciones #Consorcio #RUP #AlianzasEstrategicas,Alianzas: comercial@sosinggroup.com,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_13.png
14,2026-09-09,Sierra Nevada de Santa Marta: la fábrica de agua de tres departamentos,"La Sierra Nevada de Santa Marta es la montaña costera más alta del mundo. Sube de 0 a 5.700 metros en menos de 50 kilómetros de distancia horizontal.

Esa pendiente extrema produce algo poco común: casi todos los pisos térmicos del planeta comprimidos en un solo macizo. Y con ellos, un sistema hídrico del que dependen tres departamentos — Cesar, Magdalena y La Guajira.

De la Sierra bajan más de 30 ríos. Entre ellos el Guatapurí, que abastece a Valledupar.

Lo que esto significa en términos prácticos: la disponibilidad de agua de nuestra ciudad no se decide en Valledupar. Se decide arriba, en la cobertura vegetal de la cuenca alta, en los glaciares que retroceden y en el uso del suelo de la parte media.

Cualquier planificación hídrica seria en el Cesar tiene que mirar hacia la Sierra. Y cualquier obra en la parte baja que ignore lo que pasa arriba está mal diseñada.","La Sierra Nevada de Santa Marta es la montaña costera más alta del mundo.

De 0 a 5.700 metros en menos de 50 km horizontales.

Esa pendiente comprime casi todos los pisos térmicos del planeta en un solo macizo. Y produce un sistema hídrico del que dependen Cesar, Magdalena y La Guajira.

Más de 30 ríos bajan de ahí. Entre ellos el Guatapurí.

La disponibilidad de agua de Valledupar no se decide en Valledupar. Se decide arriba.",#SOSING #Valledupar #Cesar #SierraNevada #MedioAmbiente #Caribe #Colombia #Biodiversidad,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_14.png
15,2026-09-10,Licencia ambiental vs. permiso ambiental: no son lo mismo,"Se usan como sinónimos y no lo son. La confusión cuesta tiempo y dinero.

LICENCIA AMBIENTAL
Es la autorización para ejecutar un proyecto, obra o actividad de las que están taxativamente listadas en el Decreto 1076 de 2015 (artículos 2.2.2.3.2.2 y 2.2.2.3.2.3). Si su proyecto no está en esa lista, NO requiere licencia. Y si está, no hay forma de evitarla.

La licencia es un instrumento que engloba: incluye dentro de sí todos los permisos de uso de recursos naturales que el proyecto necesite. Un proyecto licenciado no tramita aparte la concesión de aguas ni el permiso de vertimientos: van dentro.

PERMISO AMBIENTAL
Es la autorización puntual para usar o afectar un recurso específico: concesión de aguas, permiso de vertimientos, aprovechamiento forestal, ocupación de cauce, emisiones atmosféricas.

Aplica a las actividades que NO requieren licencia pero sí usan recursos naturales.

QUIÉN LOS OTORGA
· ANLA: proyectos de competencia nacional (hidrocarburos, grandes vías, minería de cierta escala, etc.)
· CORPOCESAR y demás CAR: competencia regional
· Autoridades urbanas en algunos casos

EL ERROR CARO
Tramitar permisos individuales para un proyecto que requería licencia. Se pierde el tiempo del trámite, se pierde el dinero de los estudios y se empieza de cero — con la obra parada.

La determinación de competencia y de necesidad de licencia se hace ANTES de gastar el primer peso en estudios.","Licencia ambiental ≠ permiso ambiental. La confusión cuesta tiempo y dinero.

LICENCIA: autoriza un proyecto de los listados taxativamente en el Decreto 1076. Es un instrumento ENGLOBANTE — incluye adentro todos los permisos de recursos que el proyecto necesite.

PERMISO: autoriza el uso puntual de un recurso (agua, vertimiento, forestal, cauce, emisiones). Para actividades que NO requieren licencia.

El error caro: tramitar permisos sueltos para un proyecto que requería licencia. Se pierde el trámite, el dinero de los estudios, y se empieza de cero con la obra parada.

La determinación de competencia va ANTES del primer peso en estudios.",#SOSING #Valledupar #Cesar #NormativaAmbiental #CORPOCESAR #LicenciaAmbiental #GestionAmbiental #IngenieriaAmbiental,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_15.png
16,2026-09-11,Aforo de caudales: cómo se mide un río,"¿Cómo se sabe cuánta agua lleva un río? No se estima. Se mide.

El método más usado en Colombia es el de área-velocidad con correntómetro (molinete). Así funciona:

1. SE ESCOGE LA SECCIÓN. Tramo recto, flujo laminar, sin remolinos ni obstrucciones, lecho estable. Escoger mal la sección invalida todo lo demás.

2. SE DIVIDE EN VERTICALES. Se tiende una cinta de margen a margen y se divide el ancho en verticales. Regla práctica: ninguna vertical debe llevar más del 10% del caudal total.

3. SE MIDE PROFUNDIDAD Y VELOCIDAD en cada vertical. Si la profundidad es menor a 60 cm, se mide la velocidad a 0,6 de la profundidad desde la superficie. Si es mayor, se mide a 0,2 y a 0,8 y se promedia.

4. SE CALCULA. Caudal de cada subsección = área × velocidad media. Se suman todas.

Para caudales pequeños se usa el método volumétrico (cronómetro y recipiente aforado) y para cauces turbulentos, trazadores.

Un dato para dimensionar por qué importa: el caudal es la variable que define el tamaño de una captación, la capacidad de una planta, el diseño de un puente y el caudal ecológico que hay que dejar en el río. Un aforo mal hecho se propaga a todas esas decisiones.

Por eso se mide. Y se mide bien.","¿Cómo se sabe cuánta agua lleva un río? No se estima. Se mide.

Método área-velocidad con correntómetro:

1. Escoger la sección — tramo recto, flujo laminar, lecho estable
2. Dividir en verticales — ninguna con más del 10% del caudal
3. Medir profundidad y velocidad
   · < 60 cm → velocidad a 0,6 de la profundidad
   · > 60 cm → a 0,2 y 0,8, y se promedia
4. Q = Σ (área × velocidad media)

El caudal define el tamaño de una captación, la capacidad de una planta, el diseño de un puente y el caudal ecológico.

Un aforo mal hecho se propaga a todas esas decisiones.",#SOSING #Valledupar #Cesar #IngenieriaAmbiental #TrabajoDeCampo #ConsultoriaAmbiental #IngenieriaColombia #Ingenieria,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_16.png
17,2026-09-12,"Estudios de amenaza, vulnerabilidad y riesgo para el POT","Desde el Decreto 1077 de 2015, ningún municipio puede adoptar o revisar su Plan de Ordenamiento Territorial sin incorporar estudios básicos de amenaza, vulnerabilidad y riesgo.

En la práctica esto significa que el riesgo dejó de ser un capítulo decorativo del POT y pasó a ser un condicionante de lo que se puede construir y dónde.

Los estudios básicos deben cubrir, como mínimo, tres fenómenos:
· Inundación
· Avenidas torrenciales
· Movimientos en masa

Y deben producir cartografía a la escala que exige la norma: 1:5.000 en suelo urbano y de expansión, 1:25.000 en suelo rural.

De ahí salen tres categorías de suelo que definen decisiones concretas:

· AMENAZA ALTA sin estudio detallado → suelo condicionado, no se puede urbanizar hasta que se haga
· RIESGO MITIGABLE → se puede intervenir, con obras de mitigación cuantificadas y presupuestadas
· RIESGO NO MITIGABLE → suelo de protección. No se urbaniza. Y si hay población asentada, hay que formular reasentamiento

El punto que suele generar más tensión política: declarar riesgo no mitigable congela expectativas de desarrollo sobre predios que a veces ya se vendieron como urbanizables. Por eso estos estudios tienen que estar técnicamente blindados. Un estudio débil se cae en la primera acción jurídica.

No es un requisito de trámite. Es la base sobre la que se defiende una decisión de ordenamiento.","Desde el Decreto 1077 de 2015, ningún POT se adopta sin estudios de amenaza, vulnerabilidad y riesgo.

Mínimo 3 fenómenos: inundación, avenidas torrenciales, movimientos en masa.
Escalas: 1:5.000 urbano · 1:25.000 rural.

Y producen 3 categorías con consecuencias reales:

AMENAZA ALTA sin detalle → no se urbaniza hasta hacerlo
RIESGO MITIGABLE → se interviene con obras cuantificadas
RIESGO NO MITIGABLE → suelo de protección + reasentamiento

Declarar riesgo no mitigable congela predios que a veces ya se vendieron como urbanizables.

Por eso el estudio tiene que estar blindado. Uno débil se cae en la primera acción jurídica.",#SOSING #Valledupar #Cesar #GestionDelRiesgo #Ley1523 #GestionDelRiesgoDeDesastres #ResilienciaTerritorial #Prevencion,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_17.png
18,2026-09-13,PTAR: los lodos son el residuo que nadie planea,"Se diseña la planta de tratamiento de aguas residuales, se construye, se pone en marcha. Y a los seis meses aparece el problema que no estaba en el presupuesto: qué hacer con los lodos.

Toda PTAR produce lodos. Es inevitable: el tratamiento consiste precisamente en concentrar la carga contaminante en una fracción sólida para liberar el agua. Esa fracción sólida hay que manejarla.

Un lodo de PTAR municipal sin tratar es un residuo con carga patógena alta. No se puede disponer en cualquier parte, no se puede aplicar al suelo sin cumplir el Decreto 1287 de 2014, y su manejo tiene un costo operativo permanente.

La línea de lodos completa incluye:
· Espesamiento — reducir volumen
· Estabilización — digestión anaerobia, aerobia o encalado, para bajar patógenos y olores
· Deshidratación — lechos de secado, filtro prensa o centrífuga
· Disposición o aprovechamiento final

El error de diseño más común y más caro: dimensionar impecablemente la línea de agua y resolver la línea de lodos con dos lechos de secado y buena voluntad. A los pocos meses los lechos están saturados, el lodo se acumula, la planta pierde eficiencia y termina descargando peor que antes de construirla.

Una PTAR sin línea de lodos resuelta no es una PTAR. Es un problema aplazado con concreto.","Se diseña la PTAR, se construye, arranca. Y a los 6 meses aparece lo que no estaba en el presupuesto: los lodos.

Toda PTAR produce lodos. El tratamiento consiste justamente en concentrar la carga en una fracción sólida.

La línea de lodos completa:
· Espesamiento
· Estabilización (digestión o encalado)
· Deshidratación
· Disposición o aprovechamiento (Decreto 1287 de 2014)

El error más caro: dimensionar impecable la línea de agua y resolver los lodos con dos lechos de secado y buena voluntad.

Una PTAR sin línea de lodos resuelta no es una PTAR. Es un problema aplazado con concreto.",#SOSING #Valledupar #Cesar #AguaPotable #Saneamiento #IngenieriaSanitaria #AguaParaTodos #RecursoHidrico,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_18.png
19,2026-09-14,Cómo revisamos un entregable antes de radicarlo,"Un informe técnico que se radica con un error de cálculo no se corrige con una disculpa. Genera un requerimiento, y un requerimiento son semanas.

Por eso ningún entregable sale de aquí con una sola revisión.

Nuestro control de calidad tiene tres filtros:

1. AUTOCONTROL. El profesional que elaboró revisa su propio producto contra la lista de chequeo del entregable y contra los términos de referencia. No contra lo que él cree que pedían: contra el documento.

2. REVISIÓN CRUZADA. Otro profesional del área revisa. Se verifican memorias de cálculo rehaciendo los cálculos críticos, se contrastan las cifras del texto contra las de las tablas y los anexos, y se comprueba que la cartografía coincida con lo descrito.

3. REVISIÓN DE COORDINACIÓN. Se valida coherencia entre capítulos, cumplimiento de la totalidad de los términos de referencia y completitud de anexos, planos, formatos de campo y cadenas de custodia.

El filtro 2 es el que más errores atrapa. Nadie encuentra sus propios errores de transcripción: el cerebro lee lo que quiso escribir.

Suena burocrático. Es lo contrario: es lo que evita la burocracia de los requerimientos.","Un informe radicado con error de cálculo no se corrige con una disculpa. Genera un requerimiento. Y un requerimiento son semanas.

Nuestros 3 filtros:

1. AUTOCONTROL — contra la lista de chequeo y los TdR. No contra lo que uno cree que pedían.

2. REVISIÓN CRUZADA — otro profesional rehace los cálculos críticos y contrasta texto vs. tablas vs. cartografía.

3. COORDINACIÓN — coherencia entre capítulos, TdR completos, anexos y cadenas de custodia.

El filtro 2 atrapa más errores que los otros dos. Nadie encuentra sus propios errores de transcripción: el cerebro lee lo que quiso escribir.",#SOSING #Valledupar #Cesar #EquipoSOSING #IngenieriaColombia #TalentoDelCesar #SeguridadYSalud #OrgulloVallenato,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_19.png
20,2026-09-15,Consorcio o unión temporal: cuál conviene,"Las dos son formas de asociarse para presentar una oferta. No son intercambiables, y escoger mal tiene consecuencias reales.

CONSORCIO
· Todos los miembros responden SOLIDARIAMENTE por la totalidad del cumplimiento
· Las sanciones por incumplimiento afectan a todos los integrantes, por igual
· No se declaran porcentajes de participación para efectos de responsabilidad

UNIÓN TEMPORAL
· También hay responsabilidad solidaria frente al cumplimiento del objeto
· PERO las sanciones se imponen según el porcentaje de participación que cada uno declare en la ejecución
· Ese porcentaje se define en el documento de constitución y no se puede modificar después sin autorización de la entidad

La consecuencia práctica: si usted va a asociarse con alguien cuya ejecución no controla directamente, la unión temporal limita su exposición sancionatoria a su porcentaje. En el consorcio, no.

Tres reglas que le ahorran problemas:

1. El documento de constitución se redacta con cuidado, no se copia. Ahí se define quién hace qué, quién aporta qué experiencia y cómo se reparte.
2. El representante de la figura asociativa se designa expresamente y sus facultades se delimitan.
3. Los porcentajes de participación en la UT deben ser coherentes con la experiencia que cada uno aporta. Una incoherencia ahí es causal de rechazo en varios pliegos.

En SOSING hemos trabajado ambas figuras. La escogencia depende del proceso, no de la costumbre.","Consorcio o unión temporal. No son intercambiables.

CONSORCIO
· Responsabilidad solidaria total
· Las sanciones afectan a todos por igual
· Sin porcentajes para efectos sancionatorios

UNIÓN TEMPORAL
· También solidaria frente al objeto
· PERO las sanciones se imponen según el % declarado por cada uno

Si va a asociarse con alguien cuya ejecución no controla, la UT limita su exposición.

3 reglas:
1. El documento de constitución se redacta, no se copia
2. Las facultades del representante se delimitan
3. Los % deben ser coherentes con la experiencia aportada — si no, hay causal de rechazo",#SOSING #Valledupar #Cesar #ContratacionPublica #SECOPII #Licitaciones #Consorcio #RUP #AlianzasEstrategicas,¿Estructurando una oferta? Escríbenos.,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_20.png
21,2026-09-16,Ciénaga de Zapatosa: el mayor complejo cenagoso de agua dulce del país,"En el sur del Cesar, donde el río Cesar se encuentra con el Magdalena, está la Ciénaga de Zapatosa: el complejo cenagoso de agua dulce más grande de Colombia.

Su superficie no es fija. Se expande y se contrae con los ciclos de lluvia, y esa pulsación es exactamente lo que la mantiene viva. En aguas altas inunda planicies y funciona como amortiguador natural de crecientes del Magdalena; en aguas bajas deja al descubierto playones donde se concentran los peces y donde las comunidades pescan.

Ese ritmo sostiene la pesca artesanal de miles de familias en Chimichagua, Tamalameque, Curumaní y Chiriguaná.

Está declarada Sitio Ramsar — humedal de importancia internacional. Ese reconocimiento no la protege sola: enfrenta sedimentación, desecación para ganadería, deforestación de bosque ribereño y contaminación de las cuencas aportantes.

Aquí hay algo que vale la pena entender: en una ciénaga, la amenaza no suele ser un evento. Es una acumulación lenta de decisiones pequeñas — un jarillón aquí, un potrero ganado allá, un caño taponado— que juntas cambian la dinámica hídrica de todo el sistema.

Por eso el ordenamiento de estos territorios no se hace por predio. Se hace por cuenca.","Donde el río Cesar se encuentra con el Magdalena está la Ciénaga de Zapatosa: el mayor complejo cenagoso de agua dulce de Colombia.

Su superficie no es fija. Se expande y se contrae con las lluvias — y esa pulsación es lo que la mantiene viva.

En aguas altas amortigua crecientes del Magdalena. En aguas bajas deja playones donde se concentra la pesca.

Sitio Ramsar. Sostiene la pesca artesanal de miles de familias.

En una ciénaga la amenaza rara vez es un evento. Es la acumulación de decisiones pequeñas: un jarillón, un potrero ganado, un caño taponado.

Por eso estos territorios no se ordenan por predio. Se ordenan por cuenca.",#SOSING #Valledupar #Cesar #SierraNevada #MedioAmbiente #Caribe #Colombia #Biodiversidad,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_21.png
22,2026-09-17,PSMV: la obligación municipal que CORPOCESAR sí verifica,"Todo prestador del servicio de alcantarillado en Colombia debe tener un Plan de Saneamiento y Manejo de Vertimientos aprobado por la autoridad ambiental. Lo estableció la Resolución 1433 de 2004.

Qué es en la práctica: el programa con el que un municipio se compromete, con metas y fechas, a reducir la carga contaminante que descarga a sus fuentes hídricas.

Qué contiene:
· Diagnóstico del sistema de alcantarillado y de cada punto de vertimiento
· Identificación y caracterización de los vertimientos, con laboratorio acreditado
· Objetivos de reducción de carga de DBO5 y SST, por punto y con horizonte definido
· Programa de obras e inversiones, costeado y con fuentes de financiación
· Cronograma con metas anuales verificables
· Indicadores de seguimiento

Y aquí está lo que hace la diferencia entre un PSMV real y uno de papel: **el PSMV se reporta anualmente y la autoridad hace seguimiento al cumplimiento de las metas.**

Un PSMV formulado con metas que el municipio no puede financiar no es un logro administrativo. Es una obligación autoimpuesta que después se incumple, y el incumplimiento del PSMV es causal de proceso sancionatorio.

Formularlo bien significa metas ambiciosas pero financiables, con fuentes identificadas: SGP, regalías, recursos propios, cofinanciación nacional.

Es un documento técnico y financiero al mismo tiempo. Ahí se equivoca mucha gente.","Todo prestador de alcantarillado debe tener PSMV aprobado (Resolución 1433 de 2004).

Es el programa con metas y fechas para reducir la carga contaminante que el municipio descarga.

Contiene: diagnóstico, caracterización con laboratorio acreditado, metas de reducción de DBO5 y SST, obras costeadas, cronograma e indicadores.

Lo que hace la diferencia: el PSMV se reporta cada año y la autoridad verifica el cumplimiento de las metas.

Un PSMV con metas que el municipio no puede financiar no es un logro. Es una obligación autoimpuesta que después se incumple — y eso es causal de sancionatorio.

Metas ambiciosas, pero financiables.",#SOSING #Valledupar #Cesar #NormativaAmbiental #CORPOCESAR #LicenciaAmbiental #GestionAmbiental #IngenieriaAmbiental,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_22.png
23,2026-09-18,Caracterización de vertimientos: la cadena de custodia importa tanto como el laboratorio,"Una caracterización de vertimientos puede caerse aunque el laboratorio sea impecable. Se cae en el muestreo.

Lo que hay que hacer bien, en orden:

EL PUNTO. Se muestrea donde la norma exige: antes de la mezcla con el cuerpo receptor, en un punto de flujo homogéneo, accesible y seguro. Georreferenciado y fotografiado.

EL TIPO DE MUESTRA. Puntual solo si el vertimiento es estable. Si varía en el día —y casi siempre varía— se hace muestra compuesta, con alícuotas proporcionales al caudal, durante la jornada representativa de operación. La Resolución 0631 de 2015 define los parámetros; el tipo de muestra lo define la variabilidad del proceso.

LOS ENVASES Y LA PRESERVACIÓN. Cada parámetro exige su envase y su preservante. Grasas y aceites en vidrio boca ancha. Metales acidificados. DBO5 refrigerada a 4 °C y analizada dentro del tiempo máximo de conservación. Un frasco equivocado invalida el parámetro.

LA CADENA DE CUSTODIA. Documento firmado que registra quién tomó la muestra, cuándo, en qué condiciones, quién la transportó y quién la recibió en laboratorio. Sin cadena de custodia completa, el resultado no es defendible.

EL LABORATORIO. Debe estar acreditado por el IDEAM **para el parámetro específico**. No basta con que el laboratorio esté acreditado: la acreditación es por matriz y por parámetro.

El error que más veces hemos visto: muestra puntual tomada a las 9 a.m. en un proceso que descarga distinto a las 3 p.m. El resultado es real, pero no representa nada. Y no representa nada de forma cara.","Una caracterización de vertimientos puede caerse aunque el laboratorio sea impecable. Se cae en el muestreo.

· EL PUNTO — antes de la mezcla, flujo homogéneo, georreferenciado
· EL TIPO — compuesta con alícuotas proporcionales al caudal si el vertimiento varía (y casi siempre varía)
· ENVASES — grasas en vidrio, metales acidificados, DBO5 a 4 °C. Frasco equivocado = parámetro perdido
· CADENA DE CUSTODIA — sin ella, el resultado no es defendible
· LABORATORIO — acreditado IDEAM para ESE parámetro. La acreditación es por matriz y parámetro

El error más común: muestra puntual a las 9 a.m. en un proceso que descarga distinto a las 3 p.m.

El resultado es real. Pero no representa nada.",#SOSING #Valledupar #Cesar #IngenieriaAmbiental #TrabajoDeCampo #ConsultoriaAmbiental #IngenieriaColombia #Ingenieria,,https://raw.githubusercontent.com/Yair48/sosing-social/main/sosing_dia_23.png
